Brand,Model Name,Model Image,Weight(g),Width(px),Height(px),ROM(MB),RAM(MB),Battery Capacity(mAh),Price(USD)
micromax,Micromax In note 1,https://fdn2.gsmarena.com/vv/bigpic/micromax-in-note1.jpg,196.0,1080,2400,64000.0,4000.0,5000.0,146.89999999999998
micromax,Micromax In 1b,https://fdn2.gsmarena.com/vv/bigpic/micromax-in-1b.jpg,188.0,720,1600,32000.0,2000.0,5000.0,90.39999999999999
micromax,Micromax Infinity N12,https://fdn2.gsmarena.com/vv/bigpic/micromax-infinity-n12-.jpg,164.0,720,1500,32000.0,3000.0,4000.0,130.0
micromax,Micromax Infinity N11,https://fdn2.gsmarena.com/vv/bigpic/micromax-infinity-n11-n8216.jpg,164.0,720,1500,32000.0,2000.0,4000.0,117.0
micromax,Micromax Bharat Go,https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-go-.jpg,130.0,480,854,8000.0,1000.0,2000.0,57.199999999999996
micromax,Micromax Bharat 5 Pro,https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-5-pro.jpg,170.0,720,1280,32000.0,3000.0,5000.0,104.0
micromax,Micromax Bharat 5 Plus,https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-5.jpg,170.0,720,1280,16000.0,2000.0,5000.0,93.6
micromax,Micromax Bharat 5,https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-5.jpg,170.0,720,1280,16000.0,1000.0,5000.0,74.1
micromax,Micromax Bharat 2 Ultra,https://fdn2.gsmarena.com/vv/bigpic/micromax-brahat2-q402.jpg,120.0,480,800,4000.0,512.0,1300.0,37.699999999999996
micromax,Micromax Dual 4 E4816,https://fdn2.gsmarena.com/vv/bigpic/micromax-dual-4-e4816.jpg,141.0,1080,1920,64000.0,4000.0,2730.0,247.0
micromax,Micromax Bharat 4 Q440,https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-4.jpg,150.0,720,1280,16000.0,3000.0,2500.0,65.0
micromax,Micromax Bharat 3 Q437,https://fdn2.gsmarena.com/vv/bigpic/micromax-bharat-3.jpg,130.0,480,854,8000.0,1000.0,2000.0,58.5
micromax,Micromax Bharat 2+,https://fdn2.gsmarena.com/vv/bigpic/micromax-brahat2-q402.jpg,120.0,480,800,8000.0,1000.0,1600.0,56.49999999999999
micromax,Micromax Canvas Infinity,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-infinity.jpg,160.0,720,1440,32000.0,3000.0,2980.0,130.0
micromax,Micromax Selfie 2 Q4311,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-.jpg,157.0,720,1280,32000.0,3000.0,3000.0,130.0
micromax,Micromax Canvas 1,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-1-.jpg,150.0,720,1280,16000.0,2000.0,2500.0,91.0
micromax,Micromax Canvas 2 Q4310,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-2-q4310.jpg,160.0,720,1280,16000.0,3000.0,3050.0,156.0
micromax,Micromax Canvas Evok Note E453,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-evok-note-e453.jpg,162.0,1080,1920,32000.0,3000.0,4000.0,158.2
micromax,Micromax Bharat 2 Q402,https://fdn2.gsmarena.com/vv/bigpic/micromax-brahat2-q402.jpg,120.0,480,800,4000.0,512.0,1300.0,56.49999999999999
micromax,Micromax Dual 5,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-dual-5.jpg,164.0,1080,1920,128000.0,4000.0,3200.0,406.79999999999995
micromax,Micromax Spark Vdeo Q415,https://fdn2.gsmarena.com/vv/bigpic/micromax-spark-vdeo-q415.jpg,140.0,480,854,8000.0,1000.0,1800.0,67.8
micromax,Micromax Vdeo 2,https://fdn2.gsmarena.com/vv/bigpic/micromax-vdeo2.jpg,156.0,480,854,8000.0,1000.0,1800.0,79.1
micromax,Micromax Canvas Spark 4G Q4201,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-4g-q4201.jpg,165.0,480,854,8000.0,1000.0,2000.0,79.1
micromax,Micromax Canvas 5 Lite Q462,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-5-lite-q462.jpg,151.0,720,1280,16000.0,2000.0,2000.0,90.39999999999999
micromax,Micromax Canvas Spark 3 Q385,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-3-q385.jpg,175.0,720,1280,8000.0,1000.0,2500.0,79.1
micromax,Micromax Canvas 6,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-6.jpg,162.0,1080,1920,32000.0,3000.0,3000.0,101.69999999999999
micromax,Micromax Canvas Pulse 4G E451,https://fdn2.gsmarena.com/vv/bigpic/micromax-e451.jpg,128.0,720,1280,16000.0,3000.0,2100.0,146.89999999999998
micromax,Micromax Canvas Mega 4G Q417,https://fdn2.gsmarena.com/vv/bigpic/micromax-q417.jpg,145.0,720,1280,16000.0,3000.0,2500.0,169.49999999999997
micromax,Micromax Canvas Xpress 4G Q413,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-express-4g-q413.jpg,155.0,720,1280,16000.0,2000.0,2000.0,67.8
micromax,Micromax Canvas 5 E481,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-5-e481.jpg,143.0,1080,1920,16000.0,3000.0,2900.0,192.1
micromax,Micromax Canvas Xpress 2 E313,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-xpress2-e313.jpg,135.0,720,1280,8000.0,1000.0,2500.0,101.69999999999999
micromax,Micromax Canvas Selfie Lens Q345,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie-lens-plus-q345.jpg,144.0,720,1280,8000.0,1000.0,2800.0,135.6
micromax,Micromax Canvas Sliver 5 Q450,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-sliver-5--1.jpg,97.0,720,1280,16000.0,2000.0,2000.0,282.5
micromax,Micromax Canvas A1 AQ4502,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-a1.jpg,136.0,480,854,8000.0,1000.0,1700.0,101.69999999999999
micromax,Micromax Canvas Nitro 2 E311,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro2-e311.jpg,143.0,720,1280,16000.0,2000.0,2400.0,169.49999999999997
micromax,Micromax Canvas Spark Q380,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-Q380.jpg,134.0,540,960,8000.0,1000.0,2000.0,79.1
micromax,Micromax Bolt S300,https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-s300.jpg,123.0,480,800,4000.0,512.0,1200.0,67.8
micromax,Micromax Canvas Juice 2 AQ5001,https://fdn2.gsmarena.com/vv/bigpic/micromax-aq5001.jpg,170.0,720,1280,8000.0,2000.0,3000.0,146.89999999999998
micromax,Micromax Canvas Fire 4 A107,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-a107.jpg,138.0,480,854,8000.0,1000.0,2000.0,112.99999999999999
micromax,Micromax Canvas Tab P666,https://fdn2.gsmarena.com/vv/bigpic/micromax-666.jpg,310.5,800,1280,8000.0,1000.0,4400.0,169.49999999999997
micromax,Micromax Canvas Tab P470,https://fdn2.gsmarena.com/vv/bigpic/micromax-p470.jpg,306.0,600,1024,8000.0,1000.0,3200.0,101.69999999999999
micromax,Micromax Canvas Selfie A255,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie.jpg,138.0,720,1280,16000.0,2000.0,2300.0,271.2
micromax,Micromax A104 Canvas Fire 2,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-2-a104.jpg,163.0,480,854,4000.0,1000.0,1900.0,90.39999999999999
micromax,Micromax A99 Canvas Xpress,https://fdn2.gsmarena.com/vv/bigpic/micromax-a99.jpg,143.0,480,854,8000.0,1000.0,1950.0,124.29999999999998
micromax,Micromax A290 Canvas Knight Cameo,https://fdn2.gsmarena.com/vv/bigpic/micromax-a290.jpg,123.0,720,1280,8000.0,1000.0,2000.0,169.49999999999997
micromax,Micromax Canvas A1,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-a1.jpg,136.0,480,854,4000.0,1000.0,1700.0,90.39999999999999
micromax,Micromax A092 Unite,https://fdn2.gsmarena.com/vv/bigpic/micromax-unite-a092.jpg,129.0,480,800,8000.0,1000.0,1500.0,79.1
micromax,Micromax A108 Canvas L,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-l-a108.jpg,146.0,540,960,8000.0,1000.0,2350.0,158.2
micromax,Micromax A190 Canvas HD Plus,https://fdn2.gsmarena.com/vv/bigpic/micromax-a190-canvas-hd-plus.jpg,138.0,720,1280,8000.0,1000.0,2000.0,192.1
micromax,Micromax A106 Unite 2,https://fdn2.gsmarena.com/vv/bigpic/micromax-a106-unite-2.jpg,158.0,480,800,4000.0,1000.0,2000.0,101.69999999999999
micromax,Micromax A105 Canvas Entice,https://fdn2.gsmarena.com/vv/bigpic/micromax-a105.jpg,180.0,480,800,4000.0,512.0,1900.0,101.69999999999999
micromax,Micromax A121 Canvas Elanza 2,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-elanza-2-a121.jpg,159.0,720,1280,4000.0,1000.0,2000.0,135.6
micromax,Micromax A120 Canvas 2 Colors,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-2-colors-a120.jpg,168.0,720,1280,4000.0,1000.0,2000.0,124.29999999999998
micromax,Micromax A102 Canvas Doodle 3,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-doodle-3-a102.jpg,202.0,480,854,8000.0,1000.0,2500.0,112.99999999999999
micromax,Micromax A28 Bolt,https://fdn2.gsmarena.com/vv/bigpic/micromax-a28-bolt.jpg,89.0,320,480,512.0,256.0,1500.0,45.199999999999996
micromax,Micromax A350 Canvas Knight,https://fdn2.gsmarena.com/vv/bigpic/micromax-a350.jpg,154.0,1080,1920,32000.0,2000.0,2350.0,271.2
micromax,Micromax Canvas Turbo Mini,https://fdn2.gsmarena.com/vv/bigpic/micromax-a200.jpg,110.0,720,1280,4000.0,1000.0,1800.0,192.1
micromax,Micromax A94 Canvas MAd,https://fdn2.gsmarena.com/vv/bigpic/micromax-a94.jpg,147.0,480,854,4000.0,512.0,1800.0,112.99999999999999
micromax,Micromax A119 Canvas XL,https://fdn2.gsmarena.com/vv/bigpic/Micromax-Canvas-XL-A119.jpg,180.0,540,960,4000.0,1000.0,2450.0,192.1
micromax,Micromax A114 Canvas 2.2,https://fdn2.gsmarena.com/vv/bigpic/micromax-a114.jpg,147.0,540,960,4000.0,1000.0,2000.0,169.49999999999997
micromax,Micromax A240 Canvas Doodle 2,https://fdn2.gsmarena.com/vv/bigpic/micromax-a240-canvas-doodle-2.jpg,220.0,720,1280,16000.0,1000.0,2600.0,259.9
micromax,Micromax Canvas 4 A210,https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-4.jpg,158.0,720,1280,16000.0,1000.0,2000.0,259.9
micromax,Micromax A110Q Canvas 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/Micromax-A110Q-Canvas-2-Plus.jpg,164.0,480,854,4000.0,1000.0,2000.0,203.39999999999998
micromax,Micromax A111 Canvas Doodle,https://fdn2.gsmarena.com/vv/bigpic/micromax-a111.jpg,168.0,480,854,4000.0,512.0,2100.0,214.7
micromax,Micromax Bolt A51,https://fdn2.gsmarena.com/vv/bigpic/micromax-a51.jpg,118.0,320,480,512.0,256.0,1500.0,79.1
micromax,Micromax A116 Canvas HD,https://fdn2.gsmarena.com/vv/bigpic/micromax-a116-canvas-hd.jpg,156.0,720,1280,4000.0,1000.0,2000.0,259.9
micromax,Micromax A101,https://fdn2.gsmarena.com/vv/bigpic/micromax-a101.jpg,200.0,480,800,4000.0,512.0,2100.0,158.2
micromax,Micromax A110 Canvas 2,https://fdn2.gsmarena.com/vv/bigpic/micromax-a110.jpg,168.0,480,854,4000.0,512.0,2000.0,180.79999999999998
micromax,Micromax A100,https://fdn2.gsmarena.com/vv/bigpic/micromax-a100.jpg,168.0,480,854,4000.0,512.0,2000.0,180.79999999999998
micromax,Micromax A90s,https://fdn2.gsmarena.com/vv/bigpic/micromax-a90s.jpg,118.4,480,800,4000.0,512.0,1600.0,214.7
micromax,Micromax A70,https://fdn2.gsmarena.com/vv/bigpic/micromax-a70.jpg,85.0,320,480,160.0,256.0,1450.0,112.99999999999999
micromax,Micromax W900,https://fdn2.gsmarena.com/vv/bigpic/w900.jpg,113.0,240,400,256.0,128.0,1500.0,67.8
sonim,Sonim XP8,https://fdn2.gsmarena.com/vv/bigpic/sonim-xp8.jpg,335.0,1080,1920,64000.0,4000.0,4900.0,790.9999999999999
sonim,Sonim XP7,https://fdn2.gsmarena.com/vv/bigpic/sonim-xp7.jpg,290.0,480,800,16000.0,1000.0,4800.0,790.9999999999999
sonim,Sonim XP6,https://fdn2.gsmarena.com/vv/bigpic/sonim-xp6.jpg,270.0,320,432,8000.0,1000.0,4800.0,553.6999999999999
infinix,Infinix Smart HD 2021,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-hd-2021.jpg,195.0,720,1560,32000.0,2000.0,5000.0,79.1
infinix,Infinix Zero 8,https://fdn2.gsmarena.com/vv/bigpic/infinix-zero8.jpg,205.0,1080,2460,128000.0,8000.0,4500.0,237.29999999999998
infinix,Infinix Smart 5,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart5-.jpg,183.0,720,1600,32000.0,2000.0,5000.0,79.1
infinix,Infinix Hot 9 Play,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot9-play.jpg,209.0,720,1640,32000.0,2000.0,6000.0,112.99999999999999
infinix,Infinix S5 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-pro-new.jpg,195.0,1080,2340,64000.0,4000.0,4000.0,135.6
infinix,Infinix S5 lite,https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-lite-new.jpg,178.0,720,1600,32000.0,3000.0,4000.0,112.99999999999999
infinix,Infinix S5,https://fdn2.gsmarena.com/vv/bigpic/infinix-s5-x652.jpg,178.0,720,1600,64000.0,4000.0,4000.0,135.6
infinix,Infinix Note 6,https://fdn2.gsmarena.com/vv/bigpic/infinix-note-6-x610.jpg,173.0,1080,2160,64000.0,4000.0,4000.0,203.39999999999998
infinix,Infinix Smart3 Plus,https://fdn2.gsmarena.com/vv/bigpic/infinix-smart3-plus.jpg,148.0,720,1520,32000.0,2000.0,3500.0,91.0
infinix,Infinix Hot 7 Pro,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-7-pro.jpg,165.0,720,1520,32000.0,2000.0,4000.0,146.89999999999998
infinix,Infinix Hot 7,https://fdn2.gsmarena.com/vv/bigpic/infinix-hot7.jpg,166.0,720,1440,16000.0,1000.0,4000.0,112.99999999999999
infinix,Infinix Note 5,https://fdn2.gsmarena.com/vv/bigpic/infinix-note5-n.jpg,173.0,1080,2160,32000.0,3000.0,4500.0,101.69999999999999
google,Google Pixel XL,https://fdn2.gsmarena.com/vv/bigpic/google-pixel-xl.jpg,168.0,1440,2560,32000.0,4000.0,3450.0,451.99999999999994
google,Google Pixel,https://fdn2.gsmarena.com/vv/bigpic/google-pixel.jpg,143.0,1080,1920,32000.0,4000.0,2770.0,327.7
google,Google Pixel C,https://fdn2.gsmarena.com/vv/bigpic/google-pixel-c--.jpg,517.0,1800,2560,32000.0,3000.0,9240.0,384.2
vodafone,Vodafone Smart V10,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-v10.jpg,145.0,720,1560,32000.0,3000.0,3400.0,203.39999999999998
vodafone,Vodafone Smart N10,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n10.jpg,160.0,720,1500,16000.0,2000.0,2920.0,169.49999999999997
vodafone,Vodafone Smart E9,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-e9.jpg,134.0,480,960,8000.0,1000.0,2000.0,79.1
vodafone,Vodafone Smart X9,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-x9.jpg,153.0,1080,2160,32000.0,3000.0,3100.0,124.29999999999998
vodafone,Vodafone Smart N9,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n9-.jpg,145.0,720,1440,16000.0,2000.0,2900.0,135.6
vodafone,Vodafone Smart N9 lite,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n9-lite-.jpg,155.0,480,960,16000.0,1000.0,2460.0,112.99999999999999
vodafone,Vodafone Smart Tab N8,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-tab-n8.jpg,465.0,800,1280,16000.0,2000.0,4600.0,203.39999999999998
vodafone,Vodafone Smart E8,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-e8.jpg,169.0,480,854,8000.0,1000.0,2200.0,90.39999999999999
vodafone,Vodafone Smart V8,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-v8.jpg,166.0,1080,1920,32000.0,3000.0,3000.0,259.9
vodafone,Vodafone Smart N8,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n8.jpg,151.0,720,1280,16000.0,1500.0,2400.0,112.99999999999999
vodafone,Vodafone Tab Prime 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-tab-prime-7.jpg,439.0,1200,1920,16000.0,2000.0,5830.0,214.7
vodafone,Vodafone Smart Turbo 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-turbo-7.jpg,167.9,480,854,8000.0,1000.0,2000.0,67.8
vodafone,Vodafone Smart ultra 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-ultra-7.jpg,150.0,1080,1920,16000.0,2000.0,2960.0,180.79999999999998
vodafone,Vodafone Smart Platinum 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-platinum-7.jpg,155.0,1440,2560,32000.0,3000.0,3000.0,429.4
vodafone,Vodafone Smart prime 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-prime-7.jpg,128.0,720,1280,8000.0,1000.0,2540.0,112.99999999999999
vodafone,Vodafone Smart first 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-first-7.jpg,110.0,320,480,4000.0,512.0,1400.0,33.9
vodafone,Vodafone Smart speed 6,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-speed-6.jpg,146.0,480,854,8000.0,1000.0,1780.0,79.1
vodafone,Vodafone Smart ultra 6,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-ultra-6.jpg,159.0,1080,1920,16000.0,2000.0,3000.0,192.1
vodafone,Vodafone Tab Prime 6,https://fdn2.gsmarena.com/vv/bigpic/vodafone-tab-prime-6.jpg,406.0,800,1280,16000.0,1000.0,4600.0,237.29999999999998
vodafone,Vodafone Smart prime 6,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-prime.jpg,155.0,720,1280,8000.0,1000.0,2500.0,124.29999999999998
vodafone,Vodafone Smart first 6,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-first-6.jpg,112.0,480,800,4000.0,512.0,1400.0,67.8
vodafone,Vodafone Smart 4 turbo,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-4-turbo.jpg,155.0,480,854,4000.0,1000.0,1880.0,112.99999999999999
vodafone,Vodafone Smart 4 power,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-4-power.jpg,162.0,540,960,4000.0,1000.0,3000.0,169.49999999999997
vodafone,Vodafone Smart 4,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-4.jpg,152.0,480,854,4000.0,512.0,1880.0,101.69999999999999
vodafone,Vodafone Smart 4 mini,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-mini-4.jpg,117.0,480,800,4000.0,512.0,1400.0,56.49999999999999
vodafone,Vodafone Smart Mini,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-mini.jpg,118.0,320,480,4000.0,512.0,,56.49999999999999
vodafone,Vodafone Smart III 975,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-iii-975.jpg,136.0,480,800,4000.0,512.0,1500.0,124.29999999999998
vodafone,Vodafone Smart Tab II 10,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-tab-10-ii.jpg,580.0,800,1280,16000.0,1000.0,6340.0,305.09999999999997
vodafone,Vodafone Smart Tab II 7,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-tab-ii.jpg,400.0,600,1024,4000.0,1000.0,3550.0,203.39999999999998
vodafone,Vodafone V860 Smart II,https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-ii.jpg,120.0,320,480,1000.0,512.0,1200.0,79.1
vodafone,Vodafone 845,https://fdn2.gsmarena.com/vv/bigpic/vodafone-845-final.jpg,109.0,240,320,512.0,128.0,1200.0,112.99999999999999
archos,Archos Diamond,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-2019.jpg,166.0,1080,2340,128000.0,4000.0,3400.0,338.99999999999994
archos,Archos Oxygen 68XL,https://fdn2.gsmarena.com/vv/bigpic/archos-oxygen-68xl.jpg,214.0,640,1352,32000.0,3000.0,5000.0,169.49999999999997
archos,Archos Oxygen 63,https://fdn2.gsmarena.com/vv/bigpic/archos-oxygen-63.jpg,162.0,720,1520,64000.0,4000.0,3000.0,146.89999999999998
archos,Archos Oxygen 57,https://fdn2.gsmarena.com/vv/bigpic/archos-oxygen-57.jpg,150.0,720,1520,32000.0,3000.0,2800.0,112.99999999999999
archos,Archos Saphir 50X,https://fdn2.gsmarena.com/vv/bigpic/archos-saphir-50x.jpg,210.0,720,1280,16000.0,2000.0,4000.0,169.49999999999997
archos,Archos Diamond Omega,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-omega.jpg,170.0,1080,2040,128000.0,8000.0,3100.0,338.99999999999994
archos,Archos Diamond Alpha +,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-alpha-plus.jpg,155.0,1080,1920,128000.0,6000.0,3000.0,451.99999999999994
archos,Archos Diamond Tab,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-tab-.jpg,510.0,1600,2560,64000.0,4000.0,6600.0,338.99999999999994
archos,Archos Diamond Alpha,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond-alpha.jpg,155.0,1080,1920,64000.0,4000.0,2950.0,395.49999999999994
archos,Archos Sense 55s,https://fdn2.gsmarena.com/vv/bigpic/archos-sense-55s.jpg,130.0,1080,1920,16000.0,2000.0,3000.0,282.5
archos,Archos Sense 50x,https://fdn2.gsmarena.com/vv/bigpic/archos-sense-50x.jpg,223.0,1080,1920,32000.0,3000.0,3500.0,192.1
archos,Archos 50 Graphite,https://fdn2.gsmarena.com/vv/bigpic/archos-50-graphite.jpg,160.0,720,1280,16000.0,1000.0,2400.0,146.89999999999998
archos,Archos Diamond 2 Plus,https://fdn2.gsmarena.com/vv/bigpic/archos-diamond2plus.jpg,193.0,1080,1920,64000.0,4000.0,2950.0,282.5
archos,Archos 50d Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-50d-helium-4g.jpg,154.0,720,1280,8000.0,1000.0,2100.0,158.2
archos,Archos 50b Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-50b-helium.jpg,160.0,720,1280,8000.0,1000.0,2000.0,169.49999999999997
archos,Archos 50 Diamond,https://fdn2.gsmarena.com/vv/bigpic/archos-50-diamond.jpg,142.0,1080,1920,16000.0,2000.0,2700.0,225.99999999999997
archos,Archos 40 Cesium,https://fdn2.gsmarena.com/vv/bigpic/archos-40-cesium.jpg,,480,800,4000.0,512.0,1700.0,90.39999999999999
archos,Archos 64 Xenon,https://fdn2.gsmarena.com/vv/bigpic/archos-64-xenon.jpg,232.0,720,1280,4000.0,1000.0,2800.0,271.2
archos,Archos 50c Oxygen,https://fdn2.gsmarena.com/vv/bigpic/archos-50c-oxygen.jpg,140.0,720,1280,8000.0,1000.0,2000.0,271.2
archos,Archos 40b Titanium,https://fdn2.gsmarena.com/vv/bigpic/archos-40b-titanium.jpg,115.0,480,800,4000.0,512.0,1400.0,135.6
archos,Archos 50 Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-helium-4g-50.jpg,160.0,720,1280,8000.0,1000.0,2000.0,316.4
archos,Archos 45 Helium 4G,https://fdn2.gsmarena.com/vv/bigpic/archos-helium-4g-45.jpg,140.0,480,800,4000.0,1000.0,1850.0,259.9
prestigio,Prestigio MultiPad 4 Quantum 10.1 3G,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multipad4-quantum-101.jpg,612.0,800,1280,16000.0,1000.0,7000.0,248.59999999999997
prestigio,Prestigio MultiPad 4 Quantum 9.7 Colombia,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multipad4-quantum-97.jpg,621.0,1536,2048,16000.0,2000.0,8000.0,225.99999999999997
prestigio,Prestigio MultiPad 4 Ultra Quad 8.0 3G,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multipad4-quad-80-3g.jpg,450.0,768,1024,16000.0,1000.0,4600.0,214.7
prestigio,Prestigio MultiPhone 7600 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-7600-duo.jpg,191.0,720,1280,4000.0,1000.0,2600.0,305.09999999999997
prestigio,Prestigio MultiPhone 7500,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-7500.jpg,146.0,1080,1920,16000.0,1000.0,2300.0,316.4
prestigio,Prestigio MultiPhone 5501 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5501-duo.jpg,135.0,480,854,4000.0,512.0,2000.0,169.49999999999997
prestigio,Prestigio MultiPhone 5500 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5500-duo.jpg,183.0,480,854,4000.0,512.0,2000.0,180.79999999999998
prestigio,Prestigio MultiPhone 5451 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5450-duo.jpg,145.0,480,854,4000.0,512.0,1500.0,135.6
prestigio,Prestigio MultiPhone 5450 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5450-duo.jpg,145.0,480,854,4000.0,512.0,1500.0,135.6
prestigio,Prestigio MultiPhone 3400 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-MultiPhone-3400-DUO.jpg,120.0,480,800,4000.0,512.0,1500.0,101.69999999999999
prestigio,Prestigio MultiPhone 5430 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5430-duo.jpg,140.0,540,960,4000.0,1000.0,2000.0,237.29999999999998
prestigio,Prestigio MultiPhone 5400 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5400-duo.jpg,132.0,480,800,4000.0,512.0,1700.0,135.6
prestigio,Prestigio MultiPhone 5300 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5300-duo.jpg,140.0,480,854,4000.0,1000.0,2100.0,203.39999999999998
prestigio,Prestigio MultiPhone 5044 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5044-duo.jpg,130.0,720,1280,4000.0,1000.0,2000.0,225.99999999999997
prestigio,Prestigio MultiPhone 5000 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5000-duo.jpg,199.0,480,800,4000.0,512.0,2200.0,169.49999999999997
prestigio,Prestigio MultiPhone 4505 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-4505-duo.jpg,134.0,480,854,4000.0,512.0,1800.0,135.6
prestigio,Prestigio MultiPhone 4500 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-4500-duo.jpg,158.0,540,960,4000.0,1000.0,1850.0,135.6
prestigio,Prestigio MultiPhone 4322 Duo,https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-4322-duo.jpg,133.0,480,800,4000.0,512.0,1500.0,135.6
