Brand,Model Name,Model Image,Weight(g),Width(px),Height(px),ROM(MB),RAM(MB),Battery Capacity(mAh),Price(USD)
xiaomi,Xiaomi Redmi 10X Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-10x-pro-5g.jpg,208.0,1080,2400,128000.0,8000.0,4520.0,327.7
xiaomi,Xiaomi Redmi K30i 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30i-5g-.jpg,208.0,1080,2400,128000.0,6000.0,4500.0,282.5
xiaomi,Xiaomi Redmi K30 5G Racing,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30-5g-racing-edition1.jpg,208.0,1080,2400,128000.0,6000.0,4500.0,293.79999999999995
xiaomi,Xiaomi Mi 10 Youth 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-10-youth-5g-.jpg,192.0,1080,2400,64000.0,6000.0,4160.0,305.09999999999997
xiaomi,Xiaomi Redmi K30 Pro Zoom,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30-pro-zoom.jpg,218.0,1080,2400,128000.0,8000.0,4700.0,565.0
xiaomi,Xiaomi Redmi 8A Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-8a-dual.jpg,188.0,720,1520,32000.0,2000.0,5000.0,101.69999999999999
xiaomi,Xiaomi Redmi K30,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k30.jpg,208.0,1080,2400,64000.0,6000.0,4500.0,237.29999999999998
xiaomi,Xiaomi Mi Note 10 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-note10-.jpg,208.0,1080,2340,256000.0,8000.0,5260.0,542.4
xiaomi,Xiaomi Mi Note 10,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-note10-.jpg,208.0,1080,2340,128000.0,6000.0,5260.0,429.4
xiaomi,Xiaomi Mi CC9 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-cc9-pro-.jpg,208.0,1080,2340,128000.0,6000.0,5260.0,451.99999999999994
xiaomi,Xiaomi Mi Watch (China),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-watch-.jpg,44.0,368,448,8000.0,1000.0,570.0,169.49999999999997
xiaomi,Xiaomi Mi Mix Alpha,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-mix-alpha.jpg,241.0,2088,2250,512000.0,12000.0,4050.0,2824.9999999999995
xiaomi,Xiaomi Mi 9 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-9-pro-5g.jpg,196.0,1080,2340,128000.0,8000.0,4000.0,677.9999999999999
xiaomi,Xiaomi Mi 9 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-9-pro.jpg,196.0,1080,2340,128000.0,8000.0,4000.0,565.0
xiaomi,Xiaomi Redmi K20 Pro Premium,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k20pro-.jpg,191.0,1080,2340,128000.0,8000.0,4000.0,508.49999999999994
xiaomi,Xiaomi Mi CC9,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-cc9-.jpg,179.0,1080,2340,64000.0,6000.0,4030.0,293.79999999999995
xiaomi,Xiaomi Mi CC9e,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-cc9e-.jpg,173.8,720,1560,64000.0,4000.0,4030.0,192.1
xiaomi,Xiaomi Redmi K20 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-k20pro-.jpg,191.0,1080,2340,64000.0,6000.0,4000.0,451.99999999999994
xiaomi,Xiaomi Redmi Note 7S,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-7s.jpg,186.0,1080,2340,32000.0,3000.0,4000.0,158.2
xiaomi,Xiaomi Redmi Y3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-y3.jpg,180.0,720,1520,32000.0,3000.0,4000.0,130.0
xiaomi,Xiaomi Mi Mix 3 5G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-mix3.jpg,225.0,1080,2340,64000.0,6000.0,3800.0,463.29999999999995
xiaomi,Xiaomi Mi 9 Explorer,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-9-explore.jpg,173.0,1080,2340,256000.0,8000.0,3300.0,598.9
xiaomi,Xiaomi Redmi Go,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-go.jpg,137.0,720,1280,8000.0,1000.0,3000.0,112.99999999999999
xiaomi,Xiaomi Mi Play,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-miplay.jpg,150.0,1080,2280,64000.0,4000.0,3000.0,192.1
xiaomi,Xiaomi Black Shark Helo,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-black-shark2.jpg,190.0,1080,2160,128000.0,6000.0,4000.0,508.49999999999994
xiaomi,Xiaomi Redmi Note 6 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-6-pro-r.jpg,182.0,1080,2280,32000.0,3000.0,4000.0,225.99999999999997
xiaomi,Xiaomi Mi 8 Lite,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-8-lite-.jpg,169.0,1080,2280,64000.0,4000.0,3350.0,327.7
xiaomi,Xiaomi Mi A2 Lite (Redmi 6 Pro),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-a2-lite.jpg,178.0,1080,2280,32000.0,3000.0,4000.0,429.4
xiaomi,Xiaomi Mi Max 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-max3-.jpg,221.0,1080,2160,64000.0,4000.0,5500.0,350.29999999999995
xiaomi,Xiaomi Mi Pad 4 Plus,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-4-plus.jpg,485.0,1200,1920,64000.0,4000.0,8620.0,293.79999999999995
xiaomi,Xiaomi Mi Pad 4,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-4.jpg,342.5,1200,1920,32000.0,3000.0,6000.0,180.79999999999998
xiaomi,Xiaomi Mi 8 Explorer,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi8-explore-.jpg,177.0,1080,2248,128000.0,8000.0,3000.0,451.99999999999994
xiaomi,Xiaomi Mi 8 SE,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi8-se.jpg,164.0,1080,2244,64000.0,4000.0,3120.0,293.79999999999995
xiaomi,Xiaomi Mi Mix 2S,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-mix-2s.jpg,191.0,1080,2160,64000.0,6000.0,3400.0,305.09999999999997
xiaomi,Xiaomi Redmi Note 5 AI Dual Camera,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-5-ai-dual-camera.jpg,181.0,1080,2160,32000.0,3000.0,4000.0,203.39999999999998
xiaomi,Xiaomi Black Shark,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-black-shark.jpg,190.0,1080,2160,64000.0,6000.0,4000.0,451.99999999999994
xiaomi,Xiaomi Redmi 5,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-5.jpg,157.0,720,1440,16000.0,2000.0,3300.0,180.79999999999998
xiaomi,Xiaomi Redmi 5A,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-5a.jpg,137.0,720,1280,16000.0,2000.0,3000.0,112.99999999999999
xiaomi,Xiaomi Redmi Y1 (Note 5A),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-5a.jpg,153.0,720,1280,32000.0,3000.0,3080.0,158.2
xiaomi,Xiaomi Redmi Y1 Lite,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-5as.jpg,150.0,720,1280,16000.0,2000.0,3080.0,101.69999999999999
xiaomi,Xiaomi Mi Note 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-note3-.jpg,163.0,1080,1920,64000.0,6000.0,3500.0,316.4
xiaomi,Xiaomi Mi Mix 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-mix2-new.jpg,185.0,1080,2160,64000.0,6000.0,3400.0,463.29999999999995
xiaomi,Xiaomi Mi A1 (Mi 5X),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-a1.jpg,165.0,1080,1920,64000.0,4000.0,3080.0,192.1
xiaomi,Xiaomi Mi Max 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-max2.jpg,211.0,1080,1920,32000.0,4000.0,5300.0,225.99999999999997
xiaomi,Xiaomi Redmi 4 (4X),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-4x.jpg,150.0,720,1280,16000.0,2000.0,4100.0,124.29999999999998
xiaomi,Xiaomi Mi 6,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-6.jpg,168.0,1080,1920,64000.0,4000.0,3350.0,372.9
xiaomi,Xiaomi Mi Pad 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-3-1.jpg,328.0,1536,2048,64000.0,4000.0,6600.0,327.7
xiaomi,Xiaomi Mi 5c,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-5c.jpg,135.0,1080,1920,64000.0,3000.0,2860.0,169.49999999999997
xiaomi,Xiaomi Redmi Note 4X,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-4x.jpg,165.0,1080,1920,16000.0,3000.0,4100.0,146.89999999999998
xiaomi,Xiaomi Redmi Note 4,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-4-sn.jpg,165.0,1080,1920,32000.0,3000.0,4100.0,169.49999999999997
xiaomi,Xiaomi Redmi 4A,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-4a-.jpg,131.5,720,1280,16000.0,2000.0,3120.0,124.29999999999998
xiaomi,Xiaomi Redmi 4 (China),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-4-prime-.jpg,156.0,720,1280,16000.0,2000.0,4100.0,146.89999999999998
xiaomi,Xiaomi Redmi 4 Prime,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-4-prime-new.jpg,156.0,1080,1920,32000.0,3000.0,4100.0,180.79999999999998
xiaomi,Xiaomi Mi Mix,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mix-.jpg,209.0,1080,2040,128000.0,4000.0,4400.0,440.69999999999993
xiaomi,Xiaomi Mi Note 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-note2-.jpg,166.0,1080,1920,64000.0,4000.0,4070.0,350.29999999999995
xiaomi,Xiaomi Mi 5s Plus,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-5s-plus.jpg,168.0,1080,1920,64000.0,4000.0,3800.0,350.29999999999995
xiaomi,Xiaomi Mi 5s,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-5s1.jpg,145.0,1080,1920,64000.0,3000.0,3200.0,282.5
xiaomi,Xiaomi Redmi 3x,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3x.jpg,144.0,720,1280,32000.0,2000.0,4100.0,192.1
xiaomi,Xiaomi Redmi 3s Prime,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-pro-.jpg,144.0,720,1280,32000.0,3000.0,4100.0,169.49999999999997
xiaomi,Xiaomi Redmi 3s,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3s.jpg,144.0,720,1280,16000.0,2000.0,4100.0,135.6
xiaomi,Xiaomi Redmi 3 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-pro-.jpg,144.0,720,1280,32000.0,3000.0,4100.0,146.89999999999998
xiaomi,Xiaomi Mi 4s,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-4s.jpg,133.0,1080,1920,64000.0,3000.0,3260.0,248.59999999999997
xiaomi,Xiaomi Redmi 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-3-.jpg,144.0,720,1280,16000.0,2000.0,4100.0,180.79999999999998
xiaomi,Xiaomi Redmi Note Prime,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-prime-.jpg,185.0,720,1280,16000.0,2000.0,3100.0,158.2
xiaomi,Xiaomi Mi Pad 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-2.jpg,322.0,1536,2048,16000.0,2000.0,6190.0,203.39999999999998
xiaomi,Xiaomi Redmi Note 3 (MediaTek),https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-3.jpg,164.0,1080,1920,16000.0,2000.0,4000.0,203.39999999999998
xiaomi,Xiaomi Mi 4c,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-4c.jpg,132.0,1080,1920,16000.0,2000.0,3080.0,237.29999999999998
xiaomi,Xiaomi Redmi 2 Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-2-prime-.jpg,133.0,720,1280,16000.0,2000.0,2200.0,112.99999999999999
xiaomi,Xiaomi Redmi 2 Prime,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-2-prime-.jpg,133.0,720,1280,16000.0,2000.0,2200.0,135.6
xiaomi,Xiaomi Mi 4i,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi4i.jpg,130.0,1080,1920,16000.0,2000.0,3120.0,293.79999999999995
xiaomi,Xiaomi Mi Note Pro,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-note-pro2.jpg,161.0,1440,2560,64000.0,4000.0,3000.0,282.5
xiaomi,Xiaomi Mi Note,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-note-2015.jpg,161.0,1080,1920,16000.0,3000.0,3000.0,214.7
xiaomi,Xiaomi Redmi 2A,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-2.jpg,132.0,720,1280,8000.0,1000.0,2200.0,146.89999999999998
xiaomi,Xiaomi Redmi 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-2.jpg,133.0,720,1280,8000.0,1000.0,2200.0,146.89999999999998
xiaomi,Xiaomi Mi 4 LTE,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-4-lte.jpg,149.0,1080,1920,16000.0,3000.0,3080.0,259.9
xiaomi,Xiaomi Redmi Note 4G,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-4g.jpg,185.0,720,1280,8000.0,2000.0,3100.0,180.79999999999998
xiaomi,Xiaomi Mi 4,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-4.jpg,149.0,1080,1920,16000.0,2000.0,3080.0,259.9
xiaomi,Xiaomi Mi Pad 7.9,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi-pad-79.jpg,360.0,1536,2048,16000.0,2000.0,6700.0,271.2
xiaomi,Xiaomi Redmi Note,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-new.jpg,199.0,720,1280,8000.0,1000.0,3200.0,135.6
xiaomi,Xiaomi Mi 3,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi3.jpg,145.0,1080,1920,16000.0,2000.0,3050.0,225.99999999999997
xiaomi,Xiaomi Redmi 1S,https://fdn2.gsmarena.com/vv/bigpic/Xiaomi-Hongmi-Redmi-1s.jpg,158.0,720,1280,8000.0,1000.0,2000.0,101.69999999999999
xiaomi,Xiaomi Redmi,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-hongmi.jpg,158.0,720,1280,4000.0,1000.0,2000.0,112.99999999999999
xiaomi,Xiaomi Mi 2S,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi2s.jpg,145.0,720,1280,16000.0,2000.0,2000.0,282.5
xiaomi,Xiaomi Mi 2,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi2.jpg,145.0,720,1280,16000.0,2000.0,2000.0,282.5
xiaomi,Xiaomi Mi 1S,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-mi1.jpg,149.0,480,854,4000.0,1000.0,1930.0,214.7
motorola,Motorola Edge S,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-edge-s.jpg,215.0,1080,2520,128000.0,6000.0,5000.0,282.5
motorola,Motorola One 5G UW,https://fdn2.gsmarena.com/vv/bigpic/motorola-one-5g.jpg,209.8,1080,2520,128000.0,4000.0,5000.0,
motorola,Motorola One 5G,https://fdn2.gsmarena.com/vv/bigpic/motorola-one-5g.jpg,207.0,1080,2520,128000.0,4000.0,5000.0,474.59999999999997
motorola,Motorola Moto G9 (India),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g9.jpg,200.0,720,1600,64000.0,4000.0,5000.0,146.89999999999998
motorola,Motorola One Vision Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-plus.jpg,188.0,1080,2280,128000.0,4000.0,4000.0,192.1
motorola,Motorola Moto E6,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e6-xt2005-navy-blue.jpg,159.0,720,1440,16000.0,2000.0,3000.0,146.89999999999998
motorola,Motorola Moto Z4,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z4-r.jpg,165.0,1080,2340,128000.0,4000.0,3600.0,565.0
motorola,Motorola One Power (P30 Note),https://fdn2.gsmarena.com/vv/bigpic/motorola-one-power-.jpg,205.0,1080,2246,32000.0,3000.0,5000.0,282.5
motorola,Motorola Moto Z3,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z3-play-.jpg,156.0,1080,2160,64000.0,4000.0,3000.0,282.5
motorola,Motorola Moto Z3 Play,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z3-play-.jpg,156.0,1080,2160,32000.0,4000.0,3000.0,451.99999999999994
motorola,Motorola Moto E5 Cruise,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-cruise.jpg,150.0,720,1280,16000.0,2000.0,2800.0,
motorola,Motorola Moto E5 Play Go,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-play-android-go-edition.jpg,150.3,480,960,16000.0,1000.0,2800.0,79.1
motorola,Motorola Moto E5 Play,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-play.jpg,150.0,720,1280,16000.0,2000.0,2800.0,90.39999999999999
motorola,Motorola Moto E5 Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e5-plus.jpg,196.6,720,1440,16000.0,2000.0,5000.0,192.1
motorola,Motorola Moto E5,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e5.jpg,174.0,720,1440,16000.0,2000.0,4000.0,169.49999999999997
motorola,Motorola P30,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-p30-r.jpg,170.0,1080,2246,64000.0,6000.0,3000.0,316.4
motorola,Motorola Moto G6 Play,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-play-r1.jpg,175.0,720,1440,16000.0,2000.0,4000.0,169.49999999999997
motorola,Motorola Moto G6 Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g6-plus-r1.jpg,167.0,1080,2160,64000.0,4000.0,3200.0,214.7
motorola,Motorola Moto X4,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-x4.jpg,163.0,1080,1920,32000.0,3000.0,3000.0,225.99999999999997
motorola,Motorola Moto G5S Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g5s.jpg,168.0,1080,1920,32000.0,3000.0,3000.0,180.79999999999998
motorola,Motorola Moto G5S,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g5s-plus.jpg,157.0,1080,1920,32000.0,3000.0,3000.0,169.49999999999997
motorola,Motorola Moto Z2 Force,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-force-.jpg,143.0,1440,2560,64000.0,4000.0,2730.0,361.59999999999997
motorola,Motorola Moto E4 Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus.jpg,198.0,720,1280,16000.0,3000.0,5000.0,124.29999999999998
motorola,Motorola Moto E4 Plus (USA),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-plus-usa.jpg,181.0,720,1280,16000.0,2000.0,5000.0,
motorola,Motorola Moto E4,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e4.jpg,151.0,720,1280,16000.0,2000.0,2800.0,169.49999999999997
motorola,Motorola Moto E4 (USA),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e4-usa.jpg,150.0,720,1280,16000.0,2000.0,2800.0,
motorola,Motorola Moto Z2 Play,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z2-play.jpg,145.0,1080,1920,32000.0,3000.0,3000.0,259.9
motorola,Motorola Moto C Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-c-plus-.jpg,162.0,720,1280,16000.0,1000.0,4000.0,135.6
motorola,Motorola Moto C,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-c.jpg,154.0,480,854,8000.0,1000.0,2350.0,112.99999999999999
motorola,Motorola Moto G5 Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g5-plus1.jpg,155.0,1080,1920,32000.0,2000.0,3000.0,271.2
motorola,Motorola Moto G5,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g5-r1.jpg,145.0,1080,1920,16000.0,2000.0,2800.0,169.49999999999997
motorola,Motorola Moto M,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-m.jpg,163.0,1080,1920,32000.0,3000.0,3050.0,214.7
motorola,Motorola Moto E3 Power,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e3.jpg,153.5,720,1280,16000.0,2000.0,3500.0,146.89999999999998
motorola,Motorola Moto Z Play,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z-play.jpg,165.0,1080,1920,32000.0,3000.0,3510.0,248.59999999999997
motorola,Motorola Moto E3,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e3.jpg,140.6,720,1280,8000.0,1000.0,2800.0,112.99999999999999
motorola,Motorola Moto Z Force,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z-force.jpg,163.0,1440,2560,32000.0,4000.0,3500.0,305.09999999999997
motorola,Motorola Moto Z,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-z.jpg,136.0,1440,2560,32000.0,4000.0,2600.0,248.59999999999997
motorola,Motorola Moto G4 Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g4-plus-r.jpg,155.0,1080,1920,16000.0,2000.0,3000.0,180.79999999999998
motorola,Motorola Moto G4,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g4-.jpg,155.0,1080,1920,16000.0,2000.0,3000.0,146.89999999999998
motorola,Motorola Moto G4 Play,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g4-play.jpg,137.0,720,1280,8000.0,1000.0,2800.0,146.89999999999998
motorola,Motorola Moto G Turbo,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-turbo-edition-.jpg,155.0,720,1280,16000.0,2000.0,2470.0,316.4
motorola,Motorola Moto X Force,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-x-force1.jpg,169.0,1440,2560,32000.0,3000.0,3760.0,316.4
motorola,Motorola Droid Turbo 2,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-turbo-2.jpg,170.1,1440,2560,32000.0,3000.0,3760.0,372.9
motorola,Motorola Droid Maxx 2,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-maxx-2.jpg,169.0,1080,1920,16000.0,2000.0,3630.0,338.99999999999994
motorola,Motorola Moto X Style,https://fdn2.gsmarena.com/vv/bigpic/moto-x-style-r.jpg,179.0,1440,2560,16000.0,3000.0,3000.0,293.79999999999995
motorola,Motorola Moto X Play Dual SIM,https://fdn2.gsmarena.com/vv/bigpic/moto-x-play-r.jpg,169.0,1080,1920,16000.0,2000.0,3630.0,282.5
motorola,Motorola Moto X Play,https://fdn2.gsmarena.com/vv/bigpic/moto-x-play-r.jpg,169.0,1080,1920,16000.0,2000.0,3630.0,271.2
motorola,Motorola Moto G Dual SIM (3rd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-3rd-gen-r.jpg,155.0,720,1280,8000.0,1000.0,2470.0,192.1
motorola,Motorola Moto 360 Sport (1st gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-360-sport.jpg,54.0,325,360,4000.0,512.0,300.0,225.99999999999997
motorola,Motorola Moto 360 (1st gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-360-2014.jpg,49.0,290,320,4000.0,512.0,320.0,214.7
motorola,Motorola Moto G (3rd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-3rd-gen-r.jpg,155.0,720,1280,8000.0,1000.0,2470.0,192.1
motorola,Motorola Moto E Dual SIM (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2nd-gen-xt1521.jpg,145.0,540,960,8000.0,1000.0,2390.0,112.99999999999999
motorola,Motorola Moto E (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2015.jpg,145.0,540,960,8000.0,1000.0,2390.0,146.89999999999998
motorola,Motorola Moto G 4G (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-2015.jpg,155.0,720,1280,8000.0,1000.0,2390.0,237.29999999999998
motorola,Motorola Moto G 4G Dual SIM (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-2015.jpg,155.0,720,1280,8000.0,1000.0,2390.0,271.2
motorola,Motorola Moto Maxx,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-maxx.jpg,176.0,1440,2560,64000.0,3000.0,3900.0,338.99999999999994
motorola,Motorola DROID Turbo,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-turbo.jpg,169.0,1440,2560,32000.0,3000.0,3900.0,327.7
motorola,Motorola Nexus 6,https://fdn2.gsmarena.com/vv/bigpic/moto-nexus-6.jpg,184.0,1440,2560,32000.0,3000.0,3220.0,474.59999999999997
motorola,Motorola Moto G Dual SIM (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-2014.jpg,149.0,720,1280,8000.0,1000.0,2070.0,225.99999999999997
motorola,Motorola Moto G (2nd gen),https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-2014.jpg,149.0,720,1280,8000.0,1000.0,2070.0,180.79999999999998
motorola,Motorola Moto G 4G,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-lte.jpg,143.0,720,1280,8000.0,1000.0,2070.0,180.79999999999998
motorola,Motorola Luge,https://fdn2.gsmarena.com/vv/bigpic/motorola-luge.jpg,125.9,540,960,8000.0,1000.0,2000.0,271.2
motorola,Motorola Moto E,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e.jpg,142.0,540,960,4000.0,1000.0,1980.0,112.99999999999999
motorola,Motorola Moto E Dual SIM,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e.jpg,142.0,540,960,4000.0,1000.0,1980.0,101.69999999999999
motorola,Motorola Moto G Dual SIM,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-ofic.jpg,143.0,720,1280,8000.0,1000.0,2070.0,158.2
motorola,Motorola Moto G,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-ofic.jpg,143.0,720,1280,8000.0,1000.0,2070.0,146.89999999999998
motorola,Motorola Moto X,https://fdn2.gsmarena.com/vv/bigpic/moto-x.jpg,130.0,720,1280,16000.0,2000.0,2200.0,282.5
motorola,Motorola DROID Ultra,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-ultra.jpg,137.0,720,1280,16000.0,2000.0,2130.0,282.5
